timestamp,count_audit_create_table,count_audit_grant,count_audit_insert,count_audit_select,count_connect_authorized,count_connect_received,count_detail,count_disconnect,count_error,count_fatal,count_log,count_permission_denied,count_statement,avg_session_duration,max_session_duration,total_session_time,ratio_fatal_to_total,anomaly_score,anomaly
2025-10-04 20:59:00+07:00,-0.0040061260444751,-0.0040061260444751,-0.0040061260444751,-0.0186891253704295,48.22982321570458,37.70020671405793,-0.0161861384898173,47.73663756354343,-0.0137872247753442,-0.0174154938956617,23.84103698378064,-0.0093284015019266,-0.0132551889646759,-0.0124517250909595,-0.0107843581304123,-0.0098821993494247,-0.0180536746395601,-0.18464323711880648,-1
2025-10-04 20:59:30+07:00,-0.0040061260444751,-0.0040061260444751,-0.0040061260444751,-0.0186891253704295,-0.0296894235998502,18.832465001150663,49.18177919324272,-0.0291301423981026,-0.0137872247753442,47.16342905561239,11.906512520113626,-0.0093284015019266,-0.0132551889646759,-0.0128768597574979,-0.0152681348647368,-0.0151158978576936,44.40475401609076,-0.13452787425274793,-1
2025-10-04 21:00:00+07:00,-0.0040061260444751,-0.0040061260444751,-0.0040061260444751,-0.0186891253704295,-0.0296894235998502,9.398594144697032,24.58279652737645,-0.0291301423981026,-0.0137872247753442,23.573006780858364,5.939250288280122,-0.0093284015019266,-0.0132551889646759,-0.0128768597574979,-0.0152681348647368,-0.0151158978576936,44.40475401609076,-0.12007832809748697,-1
2025-10-04 21:01:00+07:00,-0.0040061260444751,-0.0040061260444751,-0.0040061260444751,-0.0186891253704295,-0.0296894235998502,9.398594144697032,24.58279652737645,-0.0291301423981026,-0.0137872247753442,23.573006780858364,5.939250288280122,-0.0093284015019266,-0.0132551889646759,-0.0128768597574979,-0.0152681348647368,-0.0151158978576936,44.40475401609076,-0.12007832809748697,-1
2025-10-04 21:02:00+07:00,-0.0040061260444751,-0.0040061260444751,-0.0040061260444751,-0.0186891253704295,48.22982321570458,47.13407757051156,24.58279652737645,47.73663756354343,-0.0137872247753442,23.573006780858364,53.67734814294816,-0.0093284015019266,-0.0132551889646759,-0.0128145699028287,-0.0141877067359839,-0.0137952449630837,7.146915307736299,-0.1937890586348574,-1
2025-10-04 21:02:30+07:00,-0.0040061260444751,-0.0040061260444751,-0.0040061260444751,-0.0186891253704295,-0.0296894235998502,28.266335857604293,73.78076185910899,-0.0291301423981026,-0.0137872247753442,70.75385133036642,5.939250288280122,-0.0093284015019266,-0.0132551889646759,-0.0128768597574979,-0.0152681348647368,-0.0151158978576936,60.55850226726543,-0.1299446108647353,-1
2025-10-04 21:03:00+07:00,-0.0040061260444751,-0.0040061260444751,-0.0040061260444751,-0.0186891253704295,48.22982321570458,66.00181928341881,98.37974452497524,15.892792426249075,-0.0137872247753442,94.34427360512043,8.922881404196874,-0.0093284015019266,-0.0132551889646759,-0.0123372240805155,-0.0063005813960878,-0.0069963282093512,40.3663169532971,-0.17738601466856152,-1
2025-10-04 21:03:30+07:00,-0.0040061260444751,-0.0040061260444751,-0.0040061260444751,-0.0186891253704295,-0.0296894235998502,18.832465001150663,49.18177919324272,-0.0291301423981026,-0.0137872247753442,47.16342905561239,11.906512520113626,-0.0093284015019266,-0.0132551889646759,-0.0128768597574979,-0.0152681348647368,-0.0151158978576936,44.40475401609076,-0.13452787425274793,-1
2025-10-04 21:05:30+07:00,-0.0040061260444751,-0.0040061260444751,-0.0040061260444751,-0.0186891253704295,16.056814789501626,18.832465001150663,24.58279652737645,-0.0291301423981026,-0.0137872247753442,47.16342905561239,8.922881404196874,-0.0093284015019266,-0.0132551889646759,-0.0128768597574979,-0.0152681348647368,-0.0151158978576936,49.34062153728302,-0.15542223628705754,-1
2025-10-04 21:06:00+07:00,-0.0040061260444751,-0.0040061260444751,-0.0040061260444751,-0.0186891253704295,16.056814789501626,9.398594144697032,-0.0161861384898173,-0.0291301423981026,-0.0137872247753442,23.573006780858364,2.9556191723633694,-0.0093284015019266,-0.0132551889646759,-0.0128768597574979,-0.0152681348647368,-0.0151158978576936,55.51045593877335,-0.12126359593530844,-1
