timestamp,count_total_events,count_fatal_errors,avg_session_duration,max_session_duration,total_session_time,count_audit_create table,count_audit_drop database,count_audit_grant,count_audit_insert,count_audit_select,count_connect_authorized,count_connect_received,count_context,count_detail,count_disconnect,count_error,count_fatal,count_log,count_statement,ratio_fatal_to_total,anomaly_score,anomaly
2025-10-04 20:55:00+07:00,10.97817273040322,9.51746761194765,-0.0344659849184053,-0.0350387741660067,-0.0343299375206658,-0.0287956141860453,-0.0143933322499952,-0.0326550258138081,-0.023508271959274,-0.037914907476819,13.892288145534568,14.290586859111428,-0.0143933322499952,9.75185029060714,15.376726009834483,-0.0406095180450966,9.51746761194765,8.277615065074679,-0.0406095180450966,5.70710931929696,-0.07886315070036043,-1
2025-10-04 21:00:00+07:00,31.974448951629444,57.26303455966508,-0.0341197966044221,-0.033166418221535,-0.0327388622473099,-0.0287956141860453,-0.0143933322499952,-0.0326550258138081,-0.023508271959274,-0.037914907476819,27.848169786533504,45.38555630356522,-0.0143933322499952,58.663062843122496,20.524693083926493,-0.0406095180450966,57.26303455966508,19.867076312299588,-0.0406095180450966,11.86016831072088,-0.10260546183998209,-1
2025-10-04 21:05:00+07:00,17.467930835145868,28.615694391034623,1.3861349562956982,1.5338150392584369,1.8756449228914889,-0.0287956141860453,-0.0143933322499952,-0.0326550258138081,-0.023508271959274,-0.037914907476819,27.848169786533504,21.46634903860076,-0.0143933322499952,14.642971545858678,10.228758935742473,17.78327712938458,28.615694391034623,8.92147402325384,17.78327712938458,10.825740917000145,-0.12836357988692348,-1
2025-10-04 21:10:00+07:00,2.579662241912727,-0.0316457775958359,2.363582758681459,2.967701315143432,3.190261617064183,-0.0287956141860453,-0.0143933322499952,-0.0326550258138081,-0.023508271959274,-0.037914907476819,4.588367051535276,2.3309832266292,-0.0143933322499952,-0.0303922198959291,10.228758935742473,5.900686031098129,-0.0316457775958359,0.5513075669247418,5.900686031098129,-0.0357454886851969,-0.062445505168610804,-1
2025-10-04 21:20:00+07:00,15.559178451398031,9.51746761194765,10.448528837305997,24.618452414735696,42.26490572827884,-0.0287956141860453,-0.0143933322499952,-0.0326550258138081,-0.023508271959274,-0.037914907476819,23.19620923953386,14.290586859111428,-0.0143933322499952,-0.0303922198959291,30.82062723211052,-0.0406095180450966,9.51746761194765,14.072345688687134,-0.0406095180450966,4.026273806737195,-0.11640451998168655,-1
2025-10-04 21:25:00+07:00,5.633666055909269,-0.0316457775958359,3.019212987333247,3.5273327159922743,4.072050334258251,34.72751070837068,-0.0143933322499952,13.105550359941656,28.35097598288452,-0.037914907476819,4.588367051535276,2.3309832266292,-0.0143933322499952,-0.0303922198959291,10.228758935742473,5.900686031098129,-0.0316457775958359,3.770602357820549,5.900686031098129,-0.0357454886851969,-0.10241478208741162,-1
2025-10-04 21:30:00+07:00,30.44744704463117,-0.0316457775958359,0.2233090433665052,0.3191072014034054,0.48571116548819,-0.0287956141860453,-0.0143933322499952,-0.0326550258138081,-0.023508271959274,7.589300646609956,13.892288145534568,7.114824679622091,-0.0143933322499952,-0.0303922198959291,15.376726009834483,-0.0406095180450966,-0.0316457775958359,43.68985776492856,-0.0406095180450966,-0.0357454886851969,-0.11154882593758486,-1
2025-10-05 09:05:00+07:00,7.160667962907541,-0.0316457775958359,-0.0277439707687437,-0.023105324833169,-0.0207687959465973,-0.0287956141860453,-0.0143933322499952,-0.0326550258138081,-0.023508271959274,-0.037914907476819,13.892288145534568,9.506745406118537,-0.0143933322499952,-0.0303922198959291,15.376726009834483,-0.0406095180450966,-0.0316457775958359,5.702179232358033,-0.0406095180450966,-0.0357454886851969,-0.08311359989171319,-1
2025-10-05 09:15:00+07:00,3.7249136721614304,-0.0316457775958359,-0.0354472339143314,-0.0369111301104784,-0.036309531174725,-0.0287956141860453,-0.0143933322499952,-0.0326550258138081,-0.023508271959274,7.589300646609956,4.588367051535276,7.114824679622091,-0.0143933322499952,-0.0303922198959291,-0.0671752124415486,-0.0406095180450966,-0.0316457775958359,1.8390254832830648,-0.0406095180450966,-0.0357454886851969,-0.016950169252535563,-1
2025-10-05 09:50:00+07:00,2.1979117651631594,-0.0316457775958359,12.269800338155662,10.052921794077893,8.238650955046165,-0.0287956141860453,-0.0143933322499952,-0.0326550258138081,-0.023508271959274,7.589300646609956,-0.0635934954643696,-0.0609374998672458,-0.0143933322499952,-0.0303922198959291,5.080791861650463,-0.0406095180450966,-0.0316457775958359,1.1951665251039034,-0.0406095180450966,-0.0357454886851969,-0.06134614313534137,-1
2025-10-05 10:05:00+07:00,3.7249136721614304,-0.0316457775958359,0.5764532205592011,0.5589492303386235,0.7866649035309898,-0.0287956141860453,-0.0143933322499952,-0.0326550258138081,-0.023508271959274,-0.037914907476819,9.240327598534922,9.506745406118537,-0.0143933322499952,-0.0303922198959291,10.228758935742473,-0.0406095180450966,-0.0316457775958359,1.1951665251039034,-0.0406095180450966,-0.0357454886851969,-0.04623163195482005,-1
2025-10-05 19:40:00+07:00,7.160667962907541,-0.0316457775958359,-0.0267810628755452,-0.0222481016296759,-0.0188262040430814,-0.0287956141860453,-0.0143933322499952,-0.0326550258138081,-0.023508271959274,-0.037914907476819,13.892288145534568,9.506745406118537,-0.0143933322499952,-0.0303922198959291,15.376726009834483,-0.0406095180450966,-0.0316457775958359,5.702179232358033,-0.0406095180450966,-0.0357454886851969,-0.08311359989171319,-1
